fechaHora,direccionViento,direccionRacha,velocidadViento,velocidadRacha,temperatura,humedadRelativa,presionBar,lluvia,radiacionSolar,idEstacion
05/04/23 18:10:00,175.0,154.0,0,0.0,27.2,9999.0,774.6,0,145,TEZONTLE
05/04/23 18:00:00,177.0,160.0,0,0.0,27.4,9999.0,774.5,0,178,TEZONTLE
05/04/23 17:50:00,169.0,139.0,0,0.0,27.4,9999.0,774.4,0,210,TEZONTLE
05/04/23 17:40:00,168.0,174.0,0,0.0,27.5,9999.0,774.4,0,235,TEZONTLE
05/04/23 17:30:00,159.0,177.0,0,0.0,27.7,9999.0,774.3,0,283,TEZONTLE
05/04/23 17:20:00,168.0,165.0,0,0.0,27.9,9999.0,774.3,0,332,TEZONTLE
05/04/23 17:10:00,166.0,183.0,0,0.0,28.0,9999.0,774.3,0,394,TEZONTLE
05/04/23 17:00:00,172.0,171.0,0,0.0,28.1,9999.0,774.3,0,429,TEZONTLE
05/04/23 16:50:00,163.0,159.0,0,0.0,28.4,9999.0,774.2,0,431,TEZONTLE
05/04/23 16:40:00,161.0,121.0,0,0.0,28.6,9999.0,774.2,0,463,TEZONTLE
05/04/23 16:30:00,161.0,168.0,0,0.0,28.6,9999.0,774.2,0,390,TEZONTLE
05/04/23 16:20:00,172.0,167.0,0,0.0,28.6,9999.0,774.2,0,528,TEZONTLE
