temperatura,humedadRelativa,puntoRocio,velocidadViento,direccionViento,velocidadRacha,direccionRacha,presionBar,lluvia,UV,fechaHora
16.9,52,7.0,0.9,112.5,2.2,112.5,778.4,0.0,0.0,3/04/23 04:00
16.2,55,7.2,0.0,9999.0,0.0,9999.0,778.3,0.0,0.0,3/04/23 04:30
15.8,60,8.0,0.0,9999.0,0.0,9999.0,778.5,0.0,0.0,3/04/23 05:00
15.5,62,8.2,0.4,157.5,1.8,135.0,778.8,0.0,0.0,3/04/23 05:30
15.2,59,7.2,0.0,157.5,1.3,157.5,779.0,0.0,0.0,3/04/23 06:00
15.0,60,7.3,0.0,9999.0,0.0,9999.0,779.3,0.0,0.0,3/04/23 06:30
14.9,61,7.5,0.0,9999.0,0.0,9999.0,779.5,0.0,0.0,3/04/23 07:00
15.4,55,6.4,0.4,157.5,2.2,157.5,779.7,0.0,0.5,3/04/23 07:30
17.2,49,6.4,0.0,90.0,1.3,112.5,780.0,0.0,0.8,3/04/23 08:00
19.8,46,7.9,0.0,9999.0,0.0,9999.0,780.1,0.0,1.3,3/04/23 08:30
21.0,45,8.6,0.0,9999.0,0.0,9999.0,780.1,0.0,2.1,3/04/23 09:00
22.2,42,8.6,0.9,315.0,2.2,315.0,780.1,0.0,3.2,3/04/23 09:30
23.3,38,8.2,0.9,22.5,2.7,337.5,779.9,0.0,4.5,3/04/23 10:00
24.4,35,8.0,1.3,337.5,3.1,337.5,779.6,0.0,6.0,3/04/23 10:30
25.4,33,7.9,1.8,360.0,4.9,22.5,779.3,0.0,7.3,3/04/23 11:00
26.1,30,7.2,1.8,22.5,4.5,67.5,778.8,0.0,8.5,3/04/23 11:30
27.1,27,6.4,2.2,360.0,4.0,22.5,778.5,0.0,9.0,3/04/23 12:00
28.1,25,6.2,1.8,360.0,5.4,67.5,778.0,0.0,8.8,3/04/23 12:30
28.5,24,6.0,2.2,67.5,6.7,67.5,777.5,0.0,8.2,3/04/23 13:00
29.3,23,6.0,1.8,360.0,5.8,67.5,776.9,0.0,7.5,3/04/23 13:30
29.7,22,5.7,2.7,90.0,7.2,90.0,776.4,0.0,6.4,3/04/23 14:00
30.4,21,5.7,2.2,315.0,5.4,112.5,775.8,0.0,5.2,3/04/23 14:30
30.6,20,5.1,1.8,90.0,5.8,90.0,775.4,0.0,4.4,3/04/23 15:00
